trade_date,ts_code,open,high,low,close,vol,trend_regime,vol_regime,state,hmm_state,hmm_state_label,hmm_p0,hmm_p1,hmm_p2,hmm_p3,hmm_p4
2020-02-12,000001.SZ,14.79,14.82,14.6,14.77,1070503.21,UNK,V3,S5,2.0,S5,2.3239054471340503e-183,2.761793488760058e-64,1.0,0.0,1.7286057587424985e-16
2020-02-13,000001.SZ,14.71,14.88,14.61,14.65,1013205.28,UNK,V1,S5,2.0,S5,8.40935246611927e-183,2.375710383043086e-63,1.0,0.0,1.6485447282038917e-16
2020-02-14,000001.SZ,14.75,15.14,14.7,15.03,1512434.73,UNK,V3,S5,2.0,S5,9.44114828426175e-111,4.791009169752527e-62,1.0,0.0,3.6561317469053924e-16
2020-02-17,000001.SZ,15.04,15.37,14.93,15.37,1543696.01,UNK,V3,S5,2.0,S5,3.698165575406688e-74,2.4466682017987426e-57,1.0,0.0,2.2745485998298218e-14
2020-02-18,000001.SZ,15.33,15.33,15.01,15.2,973612.35,UNK,V4,S5,2.0,S5,1.7192341902960499e-74,2.9457131415418884e-53,0.9999999999984084,0.0,1.5505130370493947e-12
2020-02-19,000001.SZ,15.1,15.37,15.08,15.24,874106.93,UNK,V4,S5,2.0,S5,4.6817060136636333e-57,2.8311346743247217e-50,0.9999999999799911,0.0,1.9928299063492312e-11
2020-02-20,000001.SZ,15.27,15.62,15.1,15.59,1235444.34,UNK,V1,S5,2.0,S5,2.903148323933359e-38,2.2923692830661483e-45,0.9999999994381596,0.0,5.617321161910962e-10
2020-02-21,000001.SZ,15.489999999999998,15.720000000000002,15.45,15.58,995071.02,UNK,V3,S5,2.0,S5,1.3174193622674794e-24,2.908029985529837e-38,0.9999999925025804,0.0,7.497451212594216e-09
2020-02-24,000001.SZ,15.46,15.46,15.15,15.23,1191794.5,UNK,V1,S5,2.0,S5,7.015826024977166e-48,1.317419362267779e-24,0.9999996768183859,1.880420814475481e-217,3.231816468176746e-07
2020-02-25,000001.SZ,15.0,15.13,14.78,15.04,1144575.02,UNK,V3,S5,2.0,S5,4.0418750288230704e-64,3.1890464408536337e-25,0.9982122393144566,9.23488045375349e-100,0.0017877606854985214
2020-02-26,000001.SZ,14.77,15.27,14.7,14.99,1176599.15,UNK,V4,S5,2.0,S5,4.961107870680811e-64,1.780820457387227e-26,0.7939286847291637,1.4228222912507076e-64,0.20607131527093447
2020-02-27,000001.SZ,14.96,15.15,14.89,15.11,975270.9,UNK,V1,S5,4.0,S5,3.350300776275713e-49,1.046817173329524e-27,0.10983868044359225,2.0159560217210002e-101,0.8901613195563678
2020-02-28,000001.SZ,14.85,15.04,14.46,14.499999999999998,1300644.45,UNK,V3,S5,4.0,S5,1.9550898949468203e-202,3.185772320129373e-29,0.030231061798898676,7.829889015315561e-209,0.9697689382010908
2020-03-02,000001.SZ,14.55,14.95,14.46,14.79,1116580.66,UNK,V3,S5,4.0,S5,2.2118145817972528e-79,6.029916818650557e-32,1.5519816789312881e-06,1.094883528375375e-185,0.9999984480182995
2020-03-03,000001.SZ,14.96,14.99,14.63,14.720000000000002,1153584.32,UNK,V4,S5,4.0,S5,8.758444768224959e-97,3.758518396300601e-31,3.172264994896398e-07,9.496363831382018e-254,0.9999996827735279
2020-03-04,000001.SZ,14.68,14.78,14.510000000000002,14.689999999999998,862595.23,UNK,V4,S5,4.0,S5,4.692861360917332e-98,2.672059241867573e-31,1.4601951716648345e-07,2.9462330446663535e-278,0.9999998539804089
2020-03-05,000001.SZ,14.8,15.64,14.73,15.39,2686602.34,UNK,V1,S5,4.0,S5,3.0921350579328683e-22,1.4649441499166614e-29,9.970730840242981e-09,2.71924307291479e-248,0.9999999900292096
2020-03-06,000001.SZ,15.18,15.27,15.02,15.03,1228531.03,UNK,V3,S5,4.0,S5,1.7068046051941017e-64,3.092135721028595e-22,7.602702622392243e-06,4.704069405699362e-270,0.9999923972973435
2020-03-09,000001.SZ,14.71,14.73,14.42,14.45,1665793.54,UNK,V4,S5,4.0,S5,3.5918221386514997e-156,1.4488192025948482e-23,6.2876521224790485e-06,0.0,0.9999937123479726
2020-03-10,000001.SZ,14.38,14.85,14.38,14.76,1167864.97,UNK,V3,S5,4.0,S5,4.860346721553388e-51,9.922430717469042e-26,5.0705742510687615e-09,0.0,0.9999999949293397
2020-03-11,000001.SZ,14.77,14.88,14.62,14.689999999999998,814381.64,UNK,V4,S5,4.0,S5,7.587945269442255e-70,4.817561527817843e-27,9.166441823549148e-08,0.0,0.9999999083356712
2020-03-12,000001.SZ,14.65,14.84,14.53,14.68,986497.11,UNK,V4,S5,4.0,S5,1.632014667072779e-64,1.8445446674857716e-28,3.6611611124474286e-08,0.0,0.9999999633882914
2020-03-13,000001.SZ,13.9,14.58,13.9,14.52,1169765.8,UNK,V1,S5,4.0,S5,2.007628374655357e-90,6.239807660831371e-30,1.064495670970455e-06,0.0,0.9999989355043207
2020-03-16,000001.SZ,14.45,14.46,13.75,13.75,1406202.18,UNK,V3,S5,4.0,S5,5.10889504349242e-273,1.2556251016286086e-30,0.0031266336027782242,0.0,0.9968733663973115
2020-03-17,000001.SZ,13.75,13.97,13.13,13.41,1177849.06,UNK,V3,S5,4.0,S5,8.022178737474671e-251,9.705254243107699e-34,0.0492121090807656,0.0,0.9507878909192384
2020-03-18,000001.SZ,13.41,13.55,12.65,12.71,1384784.37,UNK,V4,S5,2.0,S5,0.0,2.66022641996977e-37,0.967418344449543,0.0,0.03258165555056915
2020-03-19,000001.SZ,12.68,12.74,11.910000000000002,12.23,1891457.13,UNK,V3,S5,2.0,S5,0.0,1.266238421662061e-43,0.9999918749277125,0.0,8.12507235715926e-06
2020-03-20,000001.SZ,12.4,12.68,12.26,12.52,1578352.96,UNK,V4,S5,2.0,S5,1.9265672122122228e-233,8.238347957459243e-51,0.9999999952829057,0.0,4.717050641785283e-09
2020-03-23,000001.SZ,12.0,12.35,11.93,12.15,1071113.64,UNK,V4,S5,2.0,S5,0.0,2.114807593981948e-54,0.9999999992294306,0.0,7.704606877265438e-10
2020-03-24,000001.SZ,12.4,12.68,12.27,12.61,1180200.26,UNK,V3,S5,2.0,S5,1.114894990812439e-154,2.29936153761538e-56,0.9999999999902229,0.0,9.844721589233109e-12
2020-03-25,000001.SZ,12.88,13.07,12.7,12.87,1136957.74,UNK,V3,S5,2.0,S5,5.576809247979072e-113,3.811697927586465e-54,0.9999999998613021,0.0,1.3876531452820003e-10
2020-03-26,000001.SZ,12.78,13.34,12.720000000000002,13.06,1075192.43,UNK,V4,S5,2.0,S5,1.3688891925119565e-83,1.01136335353624e-51,0.9999999997801297,0.0,2.197812151263711e-10
2020-03-27,000001.SZ,13.25,13.38,13.08,13.15,653018.88,UNK,V4,S5,2.0,S5,3.5482762607564737e-69,2.5474275987328194e-51,0.9999999999570264,0.0,4.2934005085507675e-11
2020-03-30,000001.SZ,12.85,13.04,12.76,12.94,661738.79,UNK,V4,S5,2.0,S5,6.524084589376174e-86,5.62389772203998e-53,0.9999999999893134,1.353456632744602e-206,1.061705847954471e-11
2020-03-31,000001.SZ,13.05,13.089999999999998,12.78,12.8,513370.3,UNK,V3,S5,2.0,S5,1.040787473642171e-91,4.0045992906940638e-56,0.9999999999993179,1.4963065352041315e-108,6.056433510178049e-13
2020-04-01,000001.SZ,12.86,13.13,12.82,12.89,520836.04,UNK,V4,S5,2.0,S5,1.4244971990732308e-84,1.304749369960779e-57,0.9999999999997726,2.6024414640241426e-49,1.528587267656716e-13
2020-04-02,000001.SZ,12.75,12.97,12.66,12.97,518365.04,UNK,V4,S5,2.0,S5,6.164733657903857e-84,4.195733828239868e-59,0.999999999998181,4.578318455155058e-14,1.7263581742617117e-12
2020-04-03,000001.SZ,12.82,12.89,12.55,12.61,825348.14,UNK,V4,S5,2.0,S5,3.5778818780971565e-129,9.709235961759921e-60,0.9999999991366622,8.632230546250966e-10,7.089538792731374e-14
2020-04-07,000001.SZ,12.89,12.94,12.81,12.88,870313.71,UNK,V3,S5,3.0,S5,2.3686035103920974e-99,2.3749520164450852e-63,0.0020855755577284443,0.9979144244423828,1.0410494152638341e-16
2020-04-08,000001.SZ,12.88,12.92,12.720000000000002,12.78,528716.14,UNK,V4,S5,3.0,S5,8.732977597469051e-112,8.075570411647873e-66,2.5320291829993424e-06,0.9999974679708653,3.136091605266362e-18
2020-04-09,000001.SZ,12.88,12.89,12.720000000000002,12.74,408553.77,UNK,V4,S5,3.0,S5,2.533176705799385e-130,3.129578483945589e-68,8.49427683147858e-11,0.9999999999149622,6.927943801593125e-20
2020-04-10,000001.SZ,12.76,12.98,12.65,12.79,666674.95,UNK,V1,S5,3.0,S5,3.3571688758884313e-138,2.1108899452997692e-69,2.5843757428619412e-17,1.0,5.0040535335111144e-21
2020-04-13,000001.SZ,12.67,12.71,12.47,12.59,446214.4,UNK,V3,S5,3.0,S5,6.803875757178238e-214,6.3137751446664e-67,5.004105173210435e-21,1.0,3.81088205880656e-22
2020-04-14,000001.SZ,12.65,12.86,12.57,12.86,686086.87,UNK,V3,S5,3.0,S5,4.747217575801771e-139,3.0504029571145396e-65,3.810762288494495e-22,1.0,2.8234224232053222e-21
2020-04-15,000001.SZ,12.86,12.93,12.78,12.87,656396.4,UNK,V3,S5,3.0,S5,5.25538099538249e-140,6.886720963024693e-59,2.8233229604919884e-21,1.0,4.0801272844445177e-20
2020-04-16,000001.SZ,12.79,12.79,12.54,12.68,789154.98,UNK,V1,S5,3.0,S5,6.8923595344073825e-171,9.169397961668673e-54,3.198909003038936e-21,1.0,4.689525511767343e-15
2020-04-17,000001.SZ,12.77,13.04,12.65,12.89,1331164.77,UNK,V3,S5,3.0,S5,3.3246388944860916e-107,5.0443678221979894e-49,7.189819082292567e-23,0.9999999990977813,9.022221477366201e-10
2020-04-20,000001.SZ,12.86,13.05,12.77,12.99,818455.83,UNK,V3,S5,3.0,S5,2.4214225833185968e-79,2.250096853349172e-42,9.152212096860854e-19,0.9998747902429905,0.0001252097569974519
2020-04-21,000001.SZ,13.3,13.7,13.3,13.45,2122448.34,UNK,V4,S5,4.0,S5,1.2594190221205535e-31,1.5731897198972013e-35,2.1196571606934667e-13,9.942335251874618e-07,0.9999990057663521
2020-04-22,000001.SZ,13.37,13.42,13.16,13.23,1032802.74,UNK,V3,S5,4.0,S5,2.827747652798437e-37,1.2376781251252956e-30,7.768591046398179e-07,2.326636797888862e-16,0.9999992231408503
2020-04-23,000001.SZ,13.23,13.310000000000002,13.11,13.23,646989.63,UNK,V4,S5,4.0,S5,2.801133952086631e-25,3.5415249524469746e-31,4.7387541966703274e-08,1.2205537186045816e-26,0.9999999526123713
2020-04-24,000001.SZ,13.17,13.279999999999998,13.11,13.24,566001.61,UNK,V1,S5,4.0,S5,1.6625983396040777e-18,2.8011701639210915e-25,4.354821322337466e-08,9.948774379388342e-56,0.9999999564518031
2020-04-27,000001.SZ,13.3,13.64,13.25,13.500000000000002,936829.9,UNK,V3,S5,4.0,S5,3.1752562406762508e-06,1.6625985479192599e-18,7.288899931342093e-16,7.789137401421174e-65,0.9999968247437144
2020-04-28,000001.SZ,13.45,13.56,13.27,13.52,771564.17,UNK,V3,S5,0.0,S5,0.9999968003652413,3.175256240656036e-06,1.208504212790916e-14,2.0784795043523777e-82,2.4378528133143575e-08
2020-04-29,000001.SZ,13.48,14.1,13.45,14.02,1108722.39,UNK,V1,S5,1.0,S2,2.737326182864153e-40,0.9999999756214496,1.194953935722387e-15,1.3190965884551288e-58,2.437854836334153e-08
2020-04-30,000001.SZ,14.02,14.32,13.88,13.93,819540.43,UNK,V3,S5,1.0,S2,1.829923506770686e-12,0.9999995251044984,2.3124063697406e-14,2.0737501902716506e-72,4.74893746151879e-07
2020-05-06,000001.SZ,13.76,13.89,13.61,13.77,1008998.02,UNK,V4,S5,1.0,S2,4.00868263091945e-07,0.9998984438687982,8.989953936494635e-21,5.337223918545929e-67,0.0001011552628871429
2020-05-07,000001.SZ,13.76,13.76,13.6,13.689999999999998,662749.23,UNK,V3,S5,1.0,S2,0.0001011552625709613,0.9998988446604492,6.218181299550744e-18,2.336038660998881e-80,7.695830472186871e-11
2020-05-08,000001.SZ,13.76,14.02,13.68,13.95,934781.7,UNK,V4,S5,1.0,S2,4.0979000501256654e-19,0.9999999968899829,4.7295344223203514e-17,1.6274238718395665e-108,3.1101110061181616e-09
2020-05-11,000001.SZ,13.92,14.13,13.9,14.0,612862.29,UNK,V3,S5,1.0,S2,1.3471093922753841e-14,0.9999993465262239,1.0343626139451538e-15,1.7545622999300689e-161,6.534738741741182e-07
2020-05-12,000001.SZ,13.95,14.05,13.720000000000002,13.79,558511.14,UNK,V1,S5,1.0,S2,7.74316864897997e-09,0.9991137398200508,3.3834865191606677e-12,8.277066547628199e-199,0.0008862524334520656
2020-05-13,000001.SZ,13.75,13.78,13.53,13.63,640358.79,UNK,V3,S5,1.0,S2,3.4352005963175195e-13,0.8884047685787386,3.6561531117469385e-09,1.7752e-319,0.11159522776467254
2020-05-14,000001.SZ,13.55,13.59,13.22,13.3,944672.09,UNK,V2,S5,4.0,S5,5.477410883141744e-58,0.1541194197115598,4.687236043924354e-07,0.0,0.8458801115647758
2020-05-15,000001.SZ,13.39,13.43,13.14,13.23,756794.47,UNK,V3,S5,4.0,S5,1.8956146571423403e-52,0.0032518068018571517,1.1559021666168084e-07,0.0,0.9967480776079956
2020-05-18,000001.SZ,13.2,13.34,13.12,13.2,637208.57,UNK,V4,S5,4.0,S5,3.183875926774661e-57,4.91911278235721e-05,2.0848363214444594e-08,0.0,0.9999507880238093
2020-05-19,000001.SZ,13.41,13.45,13.27,13.36,600368.64,T2,V1,S5,4.0,S5,5.442321019956744e-30,3.906779531706802e-06,2.8607552135348235e-10,0.0,0.9999960929343543
2020-05-20,000001.SZ,13.38,13.62,13.27,13.510000000000002,690851.07,T2,V3,S4,4.0,S5,6.742726984802575e-19,1.330762173749295e-06,3.340965430047085e-11,0.0,0.9999986692043636
2020-05-21,000001.SZ,13.52,13.57,13.36,13.4,552312.0,T2,V4,S4,4.0,S5,1.5197960773538706e-49,3.56256743560252e-07,5.486900780417026e-10,0.0,0.9999996431946055
2020-05-22,000001.SZ,13.33,13.34,12.92,12.92,856237.33,UNK,V4,S5,4.0,S5,5.788289130162949e-157,8.294611681191583e-09,1.4886728492389288e-07,0.0,0.999999842838191
2020-05-25,000001.SZ,12.97,12.98,12.76,12.96,410170.78,UNK,V3,S5,4.0,S5,1.5439264517924413e-86,2.0171898856716305e-11,1.209567222421151e-09,0.0,0.9999999987703632
2020-05-26,000001.SZ,13.02,13.07,12.94,13.04,396212.4,UNK,V1,S5,4.0,S5,1.2940723166000885e-65,1.0339069878362825e-13,5.866869816918748e-10,0.0,0.9999999994131485
2020-05-27,000001.SZ,13.05,13.19,12.96,13.0,482962.94,UNK,V3,S5,4.0,S5,3.873134824613733e-74,5.801762148544258e-16,2.0337539768713654e-09,0.0,0.9999999979661425
2020-05-28,000001.SZ,13.09155101154719,13.406887516098834,13.030518139698486,13.29499391770954,960760.31,T2,V1,S5,4.0,S5,1.6644838480162056e-13,2.5944332552408223e-17,5.573868268399495e-12,0.0,0.9999999999943157
2020-05-29,000001.SZ,13.233961045860836,13.264477481785187,13.14241173808778,13.22378890055272,457808.22,T2,V3,S4,4.0,S5,2.5578825226110357e-33,1.6644941144522042e-13,8.57302549527715e-15,0.0,0.9999999999997726
2020-06-01,000001.SZ,13.325510353633891,13.620502567569302,13.30516606301766,13.54929755041248,882960.55,T2,V4,S4,0.0,S5,0.9999565403173875,1.6643432749731522e-13,1.911655605927485e-21,0.0,4.3459682414665756e-05
2020-06-02,000001.SZ,13.518781114488124,13.86463405496412,13.508608969180008,13.78325689249918,883458.88,UNK,V3,S5,1.0,S2,4.345490027529408e-05,0.9999565403176148,4.19373716282513e-22,0.0,4.782149599266435e-09
2020-06-03,000001.SZ,13.874806200272236,14.118937687667058,13.732396165958592,13.773084747191062,956803.08,UNK,V4,S5,1.0,S2,2.1747844921720424e-09,0.9999999255280755,7.32490237643958e-22,0.0,7.22970848987599e-08
2020-06-04,000001.SZ,13.762912601882944,13.874806200272236,13.640846858185537,13.803601183115417,583066.33,UNK,V1,S5,1.0,S2,6.961611154603197e-08,0.9999998552189131,3.914396946555036e-21,0.0,7.516500876613658e-08
2020-06-05,000001.SZ,13.834117619039766,13.854461909656004,13.661191148801771,13.82394547373165,383026.9,UNK,V3,S5,1.0,S2,6.964884661229287e-08,0.999999698166721,1.5941984265018936e-19,0.0,2.3218451959526385e-07
2020-06-08,000001.SZ,13.915494781504709,14.088421251742703,13.813773328423531,13.854461909656004,585971.9,UNK,V1,S5,1.0,S2,8.199649106779514e-08,0.9999914734412129,1.1454531989583426e-17,0.0,8.444562324420793e-06
2020-06-09,000001.SZ,13.874806200272236,13.966355508045297,13.762912601882944,13.90532263619659,474300.07,T1,V3,S1,1.0,S2,4.67383647382463e-09,0.999384617810492,4.265652697269866e-16,0.0,0.0006153775156980941
2020-06-10,000001.SZ,13.946011217429062,13.946011217429062,13.630674712877418,13.722224020650476,580476.2,T1,V3,S2,1.0,S2,1.1443085030126e-15,0.9264901277728634,6.453333836943468e-12,0.0,0.07350987222067337
2020-06-11,000001.SZ,13.610330422261184,13.620502567569302,13.22378890055272,13.30516606301766,1349039.82,UNK,V3,S5,4.0,S5,2.2572002625171076e-80,0.09272866529991895,3.576283290270823e-08,0.0,0.9072712989372137
2020-06-12,000001.SZ,13.122067447471544,13.244133191168952,13.09155101154719,13.213616755244605,1030550.57,UNK,V3,S5,4.0,S5,2.38572600164405e-70,0.0007196639698506993,1.0771526148148443e-08,0.0,0.9992803252586481
2020-06-15,000001.SZ,13.071206720930956,13.193272464628368,13.02034599439037,13.040690285006606,660313.07,UNK,V4,S5,4.0,S5,3.8857430772333275e-109,1.6793954594940363e-06,1.7665958950871938e-08,0.0,0.9999983029386688
2020-06-16,000001.SZ,13.122067447471544,13.213616755244605,13.081378866239074,13.111895302163427,718059.1,UNK,V3,S5,4.0,S5,2.7210593365021863e-71,3.429794409904368e-09,1.172002662566998e-09,0.0,0.9999999953981842
2020-06-17,000001.SZ,13.111895302163427,13.14241173808778,12.9796574131579,13.071206720930956,716468.24,UNK,V4,S5,4.0,S5,1.0332598533093496e-84,7.836843446941349e-12,3.3626631958554486e-09,0.0,0.9999999966294126
2020-06-18,000001.SZ,12.9796574131579,13.02034599439037,12.806730942919902,12.9796574131579,1119647.8,UNK,V1,S5,4.0,S5,1.993793109028675e-104,7.255687091669098e-15,8.947679368405466e-09,0.0,0.9999999910523911
2020-06-19,000001.SZ,12.949140977233547,13.06103457562284,12.827075233536137,13.02034599439037,1539521.78,UNK,V3,S5,4.0,S5,3.641862329173774e-78,4.571715064438878e-18,1.6643674812757936e-09,0.0,0.9999999983356247
2020-06-22,000001.SZ,12.959313122541666,12.9796574131579,12.837247378844252,12.857591669460492,1319079.79,UNK,V1,S5,4.0,S5,1.008351154258338e-125,1.3262686585639313e-21,1.831552021803221e-08,0.0,0.9999999816843685
2020-06-23,000001.SZ,12.867763814768608,12.908452396001078,12.73552592576308,12.81690308822802,990806.73,UNK,V3,S5,4.0,S5,3.698665839153655e-119,7.48710794520271e-26,7.878203398238188e-09,0.0,0.9999999921217295
2020-06-24,000001.SZ,12.857591669460492,13.10172315685531,12.81690308822802,13.02034599439037,1523220.48,UNK,V1,S5,4.0,S5,9.05320841699842e-44,8.268083204727073e-29,3.3182692867781735e-10,0.0,0.9999999996682618
2020-06-29,000001.SZ,13.14241173808778,13.193272464628368,12.928796686617313,13.02034599439037,1038480.06,UNK,V3,S5,4.0,S5,1.8468262753741344e-46,5.6039925745312195e-31,2.1077810889721723e-09,0.0,0.999999997892246
2020-06-30,000001.SZ,13.050862430314725,13.10172315685531,12.938968831925427,13.02034599439037,937940.22,UNK,V1,S5,4.0,S5,2.5794913409645243e-38,6.565600641172288e-32,1.3806746497191897e-23,0.0,1.0
2020-07-01,000001.SZ,13.010173849082252,13.37637108017448,12.959313122541666,13.34585464425013,1697390.01,T2,V1,S5,0.0,S5,1.0,1.9820493783757247e-29,3.036363726041975e-42,0.0,5.2441622554315605e-15
2020-07-02,000001.SZ,13.30516606301766,13.722224020650476,13.193272464628368,13.661191148801771,2590501.19,UNK,V3,S5,1.0,S2,5.244162256222111e-15,1.0,6.542101250869019e-49,0.0,3.691574075475671e-30
2020-07-03,000001.SZ,13.803601183115417,14.566512081224229,13.793429037807297,14.495307064067402,3768333.63,UNK,V4,S5,1.0,S2,4.822591156151251e-146,1.0,1.7995571299907324e-64,0.0,3.380665968858453e-33
2020-07-06,000001.SZ,14.851332149851515,15.949923843128204,14.841160004543395,15.949923843128204,4711460.78,T1,V3,S1,1.0,S2,0.0,1.0,1.5599734126342383e-77,6.971149700928373e-241,8.60053528595745e-40
2020-07-07,000001.SZ,16.580596852231487,16.91627764739936,15.288734398100566,15.746480936965852,3964427.47,T1,V3,S2,1.0,S2,5.800821134174597e-282,1.0,1.4731972091943363e-91,0.0,5.127299682579703e-44
2020-07-08,000001.SZ,15.492177304262915,16.275432492987964,15.492177304262915,16.031301005593143,2631339.16,T1,V4,S2,1.0,S2,0.0,1.0,7.855389561375043e-97,0.0,4.221175981912849e-49
2020-07-09,000001.SZ,15.929579552511967,15.929579552511967,15.573554466727856,15.79734166350644,2243994.4,T1,V3,S2,1.0,S2,5.812524618784225e-297,1.0,2.2834780557059452e-97,0.0,4.0900193496250343e-51
2020-07-10,000001.SZ,15.614243047960326,15.746480936965852,15.014086474781395,15.11580792786257,2158773.26,T1,V4,S2,1.0,S2,9.334801049737894e-111,1.0,5.046533338651838e-88,0.0,1.6914568922969794e-47
2020-07-13,000001.SZ,14.953053602932687,15.339595124641152,14.749610696770342,15.146324363786924,1937160.12,T1,V3,S2,1.0,S2,2.1358032065842387e-137,1.0,7.781657695054657e-75,0.0,6.950323114116615e-45
2020-07-14,000001.SZ,15.15649650909504,15.451488723030447,14.80047142331093,14.932709312316454,1953566.27,T1,V1,S2,1.0,S2,3.079664598706372e-76,1.0,2.3531958851234134e-62,0.0,3.8870791390964475e-39
2020-07-15,000001.SZ,15.034430765397628,15.11580792786257,14.47496277345117,14.51565135468364,2042562.83,T1,V3,S2,1.0,S2,3.884824722815225e-39,1.0,1.9856654048542888e-50,1.137547249e-314,1.1950674675404553e-28
2020-07-16,000001.SZ,14.54616779060799,14.80047142331093,14.363069175061876,14.393585610986229,1930891.29,T1,V3,S2,1.0,S2,1.1946573170063562e-28,1.0,7.019455007273213e-37,0.0,4.677713429673863e-22
2020-07-17,000001.SZ,14.413929901602463,14.525823499991755,14.190142704823876,14.383413465678112,1291346.77,UNK,V4,S5,1.0,S2,6.170843509909135e-24,1.0,3.250211808975261e-29,0.0,1.822517960542047e-15
2020-07-20,000001.SZ,14.47496277345117,15.024258620089512,14.34272488444564,14.983570038857042,1979632.0,UNK,V1,S5,1.0,S2,1.0909680360512537e-45,0.9999999999688498,5.713493148150684e-26,0.0,3.122409038953003e-11
2020-07-21,000001.SZ,14.932709312316454,14.932709312316454,14.647889243689168,14.739438551462223,1252865.69,UNK,V3,S5,1.0,S2,3.1527344279481224e-36,0.999999459411502,2.210680700684622e-24,0.0,5.405885779167665e-07
2020-07-22,000001.SZ,14.739438551462223,14.902192876392103,14.51565135468364,14.658061388997284,1312951.59,UNK,V4,S5,1.0,S2,5.201560546383078e-28,0.9981284038628617,6.307728887899975e-18,0.0,0.0018715961371241195
2020-07-23,000001.SZ,14.485134918759286,14.535995645299872,14.047732670510236,14.251175576672583,2027525.87,UNK,V4,S5,1.0,S2,8.020047553227879e-78,0.5939172048143169,7.479551398933429e-13,0.0,0.4060827951849143
2020-07-24,000001.SZ,14.210486995440116,14.230831286056349,13.651019003493651,13.732396165958592,1830881.83,UNK,V3,S5,4.0,S5,6.873527991945991e-155,0.0028809355904046907,4.601258484281901e-09,0.0,0.9971190598083626
2020-07-27,000001.SZ,13.90532263619659,13.915494781504709,13.325510353633891,13.467920387947538,1880653.35,UNK,V3,S5,4.0,S5,3.7905052393829875e-164,2.192409017512908e-07,1.1021463624984079e-07,0.0,0.9999996705444661
2020-07-28,000001.SZ,13.569641841028712,13.661191148801771,13.406887516098834,13.569641841028712,1217005.99,UNK,V4,S5,4.0,S5,1.3425442206894684e-113,2.8816885699750438e-12,1.701164705343542e-08,0.0,0.9999999829854006
2020-07-29,000001.SZ,13.57981398633683,13.86463405496412,13.437403952023184,13.773084747191062,1519580.25,UNK,V4,S5,4.0,S5,6.965911303013824e-78,4.125085482778334e-17,7.780819117172981e-11,0.0,0.9999999999222382
2020-07-30,000001.SZ,13.732396165958592,13.742568311266709,13.600158276953064,13.600158276953064,964067.63,UNK,V3,S5,4.0,S5,9.077401885282268e-129,3.385907192597404e-22,5.38149955573817e-11,0.0,0.9999999999461124
2020-07-31,000001.SZ,13.508608969180008,13.762912601882944,13.478092533255657,13.569641841028712,1165821.91,UNK,V4,S5,4.0,S5,5.58045826198489e-87,3.025561978381302e-27,2.1990118092347955e-10,0.0,0.9999999997801297
2020-08-03,000001.SZ,13.70187973003424,13.854461909656004,13.661191148801771,13.82394547373165,1445096.16,T2,V1,S5,4.0,S5,6.179345058785431e-22,2.0866572056102587e-31,1.6303686460402787e-11,0.0,0.9999999999836291
2020-08-04,000001.SZ,13.895150490888474,14.393585610986229,13.71205187534236,14.281692012596936,2445663.25,T2,V3,S4,4.0,S5,0.00011752627710202035,6.17934506393764e-22,3.438628064113482e-14,0.0,0.9998824737229428
2020-08-05,000001.SZ,14.057904815818352,14.088421251742703,13.854461909656004,13.996871943969646,1440203.13,T2,V3,S4,4.0,S5,3.3536787068222304e-48,0.00011752627710199363,2.1038071200456743e-11,0.0,0.9998824737017995
2020-08-06,000001.SZ,14.057904815818352,14.200314850132,13.884978345580356,14.139281978283291,1352510.68,T2,V4,S4,4.0,S5,4.799268639874984e-13,1.6977309409735965e-05,7.731179296407084e-11,0.0,0.999983022612886
2020-08-07,000001.SZ,14.037560525202116,14.139281978283291,13.854461909656004,13.935839072120942,988678.37,T2,V4,S4,4.0,S5,2.425421889262107e-41,8.356710766343154e-06,4.0249776428186e-09,0.0,0.9999916392643438
2020-08-10,000001.SZ,13.90532263619659,14.261347721980702,13.854461909656004,14.190142704823876,1587710.35,T2,V3,S4,4.0,S5,1.293057087841887e-05,7.52184232236167e-06,1.9975503693693564e-10,0.0,0.9999795473870301
2020-08-11,000001.SZ,14.210486995440116,14.91236502170022,14.210486995440116,14.373241320369994,2603307.89,T2,V2,S5,4.0,S5,0.0012705868519194065,2.0263870482161822e-05,2.836066424867974e-13,0.0,0.9987091492774003
2020-08-12,000001.SZ,14.454618482834936,14.749610696770342,14.393585610986229,14.627544953072931,1596811.7,T1,V4,S1,0.0,S5,0.9977034088585026,0.0012908498981577773,2.5899715491326435e-13,0.0,0.0010057412431000768
2020-08-13,000001.SZ,14.647889243689168,14.708922115537872,14.383413465678112,14.424102046910582,837261.75,T1,V3,S2,1.0,S2,2.813066791093069e-17,0.9989936802137237,1.960763198858735e-33,0.0,0.0010063197862531473
2020-08-14,000001.SZ,14.34272488444564,14.759782842078458,14.302036303213171,14.719094260845988,1103215.82,T1,V4,S2,1.0,S2,0.0010063197862531473,0.9989936802137237,1.8769488552105116e-34,0.0,1.8928825931462543e-25
2020-08-17,000001.SZ,14.851332149851515,15.614243047960326,14.80047142331093,15.451488723030447,3268027.8,T1,V3,S2,1.0,S2,1.4297482558226216e-57,1.0,2.237564545911159e-34,2.565160103723051e-235,3.044526538248822e-24
2020-08-18,000001.SZ,15.461660868338564,15.56338232141974,15.166668654403155,15.410800141797978,1350261.07,T1,V3,S2,1.0,S2,2.162758444108308e-30,1.0,1.7892435996149216e-31,2.9356131431144373e-203,5.105447377637058e-21
